0,1000
1,1001
2,1002
3,1003
4,1004
5,1005
6,1006
7,1007
8,1008
9,1009
10,1010
11,1011
12,1012
13,1013
14,1014
15,1015
16,1016
17,1017
18,1018
19,1019
20,1020
21,1021
22,1022
23,1023
24,1024
25,1025
26,1026
27,1027
28,1028
29,1029
30,1030
31,1031
32,1032
33,1033
34,1034
35,1035
36,1036
37,1037
38,1038
39,1039
40,1040
41,1041
42,1042
43,1043
44,1044
45,1045
46,1046
47,1047
48,1048
49,1049
50,1050
51,1051
52,1052
53,1053
54,1054
55,1055
56,1056
57,1057
58,1058
59,1059
60,1060
61,1061
62,1062
63,1063
64,1064
65,1065
66,1066
67,1067
68,1068
69,1069
70,1070
71,1071
72,1072
73,1073
74,1074
75,1075
76,1076
77,1077
78,1078
79,1079
80,1080
81,1081
82,1082
83,1083
84,1084
85,1085
86,1086
87,1087
88,1088
89,1089
90,1090
91,1091
92,1092
93,1093
94,1094
95,1095
96,1096
97,1097
98,1098
99,1099
100,1100
101,1101
102,1102
103,1103
104,1104
105,1105
106,1106
107,1107
108,1108
109,1109
110,1110
111,1111
112,1112
113,1113
114,1114
115,1115
116,1116
117,1117
118,1118
119,1119
120,1120
121,1121
122,1122
123,1123
124,1124
125,1125
126,1126
127,1127
128,1128
129,1129
130,1130
131,1131
132,1132
133,1133
134,1134
135,1135
136,1136
137,1137
138,1138
139,1139
140,1140
141,1141
142,1142
143,1143
144,1144
145,1145
146,1146
147,1147
148,1148
149,1149
150,1150
151,1151
152,1152
153,1153
154,1154
155,1155
156,1156
157,1157
158,1158
159,1159
160,1160
161,1161
162,1162
163,1163
164,1164
165,1165
166,1166
167,1167
168,1168
169,1169
170,1170
171,1171
172,1172
173,1173
174,1174
175,1175
176,1176
177,1177
178,1178
179,1179
180,1180
181,1181
182,1182
183,1183
184,1184
185,1185
186,1186
187,1187
188,1188
189,1189
190,1190
191,1193
192,1194
193,1195
194,1196
195,1197
196,1198
197,1199
198,1200
199,1201
200,1202
201,1204
202,1205
203,1206
204,1207
205,1208
206,1209
207,1210
208,1211
209,1212
210,1213
211,1214
212,1215
213,1217
214,1218
215,1219
216,1220
217,1221
218,1222
219,1224
220,1225
221,1226
222,1227
223,1229
224,1230
225,1231
226,1232
227,1233
228,1234
229,1235
230,1236
231,1238
232,1239
233,1240
234,1241
235,1242
236,1243
237,1244
238,1245
239,1246
240,1247
241,1248
242,1249
243,1250
244,1251
245,1252
246,1253
247,1254
248,1255
249,1256
250,1257
251,1258
252,1259
253,1260
254,1261
255,1262
256,1263
257,1264
258,1265
259,1266
260,1267
261,1268
262,1269
263,1270
264,1271
265,1273
